,GENE ID
6345,ENSG00000117682
6346,ENSG00000225891
6347,ENSG00000104808
6348,ENSG00000228716
6349,ENSG00000178700
6350,ENSG00000188985
6351,ENSG00000228432
6352,ENSG00000168129
6353,ENSG00000216859
6354,ENSG00000219095
6355,ENSG00000139549
6356,ENSG00000102967
6357,ENSG00000095059
6358,ENSG00000157379
6359,ENSG00000100867
6360,ENSG00000162496
6361,ENSG00000157326
6362,ENSG00000215256
6363,ENSG00000225766
6364,ENSG00000187630
6365,ENSG00000100612
6366,ENSG00000109016
6367,ENSG00000184544
6368,ENSG00000073737
6369,ENSG00000278535
6370,ENSG00000102796
6371,ENSG00000167536
6372,ENSG00000169084
6373,ENSG00000223571
6374,ENSG00000181192
6375,ENSG00000067596
6376,ENSG00000135829
6377,ENSG00000287808
6378,ENSG00000228002
6379,ENSG00000109606
6380,ENSG00000204560
6381,ENSG00000067248
6382,ENSG00000132153
6383,ENSG00000089876
6384,ENSG00000005100
6385,ENSG00000262099
6386,ENSG00000134815
6387,ENSG00000101452
6388,ENSG00000261431
6389,ENSG00000174953
6390,ENSG00000150990
6391,ENSG00000140829
6392,ENSG00000108406
6393,ENSG00000266992
6394,ENSG00000163214
6395,ENSG00000108771
6396,ENSG00000184047
6397,ENSG00000131504
6398,ENSG00000246422
6399,ENSG00000147202
6400,ENSG00000236256
6401,ENSG00000139734
6402,ENSG00000227528
6403,ENSG00000223815
6404,ENSG00000100697
6405,ENSG00000235706
6406,ENSG00000101191
6407,ENSG00000086189
6408,ENSG00000271249
6409,ENSG00000285244
6410,ENSG00000211452
6411,ENSG00000211448
6412,ENSG00000258766
6413,ENSG00000197406
6414,ENSG00000258498
6415,ENSG00000160305
6416,ENSG00000223692
6417,ENSG00000066084
6418,ENSG00000151240
6419,ENSG00000180525
6420,ENSG00000154511
6421,ENSG00000165716
6422,ENSG00000187773
6423,ENSG00000181744
6424,ENSG00000147113
6425,ENSG00000176490
6426,ENSG00000165023
6427,ENSG00000162595
6428,ENSG00000174325
6429,ENSG00000231672
6430,ENSG00000233143
6431,ENSG00000083520
6432,ENSG00000166938
6433,ENSG00000261318
6434,ENSG00000144535
6435,ENSG00000223788
6436,ENSG00000162946
6437,ENSG00000226758
6438,ENSG00000261645
6439,ENSG00000154309
6440,ENSG00000140323
6441,ENSG00000204624
6442,ENSG00000150764
6443,ENSG00000130826
6444,ENSG00000107984
6445,ENSG00000155011
6446,ENSG00000050165
6447,ENSG00000104371
6448,ENSG00000104901
6449,ENSG00000215546
6450,ENSG00000150768
6451,ENSG00000164741
6452,ENSG00000091140
6453,ENSG00000008226
6454,ENSG00000230123
6455,ENSG00000176124
6456,ENSG00000231607
6457,ENSG00000116652
6458,ENSG00000186047
6459,ENSG00000075711
6460,ENSG00000227375
6461,ENSG00000150672
6462,ENSG00000255311
6463,ENSG00000082458
6464,ENSG00000231651
6465,ENSG00000132535
6466,ENSG00000151208
6467,ENSG00000233871
6468,ENSG00000170579
6469,ENSG00000177337
6470,ENSG00000262001
6471,ENSG00000263724
6472,ENSG00000263878
6473,ENSG00000261520
6474,ENSG00000198010
6475,ENSG00000253267
6476,ENSG00000116544
6477,ENSG00000080845
6478,ENSG00000232907
6479,ENSG00000126787
6480,ENSG00000237195
6481,ENSG00000237873
6482,ENSG00000185559
6483,ENSG00000171462
6484,ENSG00000198719
6485,ENSG00000090932
6486,ENSG00000128917
6487,ENSG00000119689
6488,ENSG00000181227
6489,ENSG00000144355
6490,ENSG00000115844
6491,ENSG00000236651
6492,ENSG00000064195
6493,ENSG00000108813
6494,ENSG00000105880
6495,ENSG00000006377
6496,ENSG00000231764
6497,ENSG00000267395
6498,ENSG00000137038
6499,ENSG00000270814
6500,ENSG00000105341
6501,ENSG00000125375
6502,ENSG00000178028
6503,ENSG00000187908
6504,ENSG00000176584
6505,ENSG00000197587
6506,ENSG00000100206
6507,ENSG00000198947
6508,ENSG00000236828
6509,ENSG00000132837
6510,ENSG00000161249
6511,ENSG00000152592
6512,ENSG00000104936
6513,ENSG00000137090
6514,ENSG00000173253
6515,ENSG00000064218
6516,ENSG00000176399
6517,ENSG00000142700
6518,ENSG00000143006
6519,ENSG00000269502
6520,ENSG00000184911
6521,ENSG00000142025
6522,ENSG00000135164
6523,ENSG00000224046
6524,ENSG00000158856
6525,ENSG00000185800
6526,ENSG00000172869
6527,ENSG00000249494
6528,ENSG00000104093
6529,ENSG00000138346
6530,ENSG00000154099
6531,ENSG00000165506
6532,ENSG00000167646
6533,ENSG00000267577
6534,ENSG00000256061
6535,ENSG00000261771
6536,ENSG00000164818
6537,ENSG00000080572
6538,ENSG00000166246
6539,ENSG00000088854
6540,ENSG00000243667
6541,ENSG00000129295
6542,ENSG00000254784
6543,ENSG00000114841
6544,ENSG00000183914
6545,ENSG00000158486
6546,ENSG00000039139
6547,ENSG00000115423
6548,ENSG00000118997
6549,ENSG00000124721
6550,ENSG00000231150
6551,ENSG00000236355
6552,ENSG00000007174
6553,ENSG00000197653
6554,ENSG00000250091
6555,ENSG00000105877
6556,ENSG00000174844
6557,ENSG00000185842
6558,ENSG00000187775
6559,ENSG00000267432
6560,ENSG00000122735
6561,ENSG00000171595
6562,ENSG00000162643
6563,ENSG00000152763
6564,ENSG00000118307
6565,ENSG00000086061
6566,ENSG00000223717
6567,ENSG00000236917
6568,ENSG00000215007
6569,ENSG00000218089
6570,ENSG00000162699
6571,ENSG00000228045
6572,ENSG00000069345
6573,ENSG00000261173
6574,ENSG00000103423
6575,ENSG00000140403
6576,ENSG00000259708
6577,ENSG00000132002
6578,ENSG00000213946
6579,ENSG00000243483
6580,ENSG00000135924
6581,ENSG00000227802
6582,ENSG00000162616
6583,ENSG00000137094
6584,ENSG00000281491
6585,ENSG00000230335
6586,ENSG00000105993
6587,ENSG00000254612
6588,ENSG00000251203
6589,ENSG00000231802
6590,ENSG00000228523
6591,ENSG00000256441
6592,ENSG00000234247
6593,ENSG00000243508
6594,ENSG00000264529
6595,ENSG00000172404
6596,ENSG00000179407
6597,ENSG00000242049
6598,ENSG00000128590
6599,ENSG00000090520
6600,ENSG00000148719
6601,ENSG00000237979
6602,ENSG00000187726
6603,ENSG00000164031
6604,ENSG00000136770
6605,ENSG00000105821
6606,ENSG00000102580
6607,ENSG00000247400
6608,ENSG00000110011
6609,ENSG00000101152
6610,ENSG00000147570
6611,ENSG00000163793
6612,ENSG00000116675
6613,ENSG00000168259
6614,ENSG00000126698
6615,ENSG00000259022
6616,ENSG00000213551
6617,ENSG00000236756
6618,ENSG00000077232
6619,ENSG00000007923
6620,ENSG00000108176
6621,ENSG00000138246
6622,ENSG00000135392
6623,ENSG00000120675
6624,ENSG00000116138
6625,ENSG00000104129
6626,ENSG00000235218
6627,ENSG00000170464
6628,ENSG00000205981
6629,ENSG00000237141
6630,ENSG00000269266
6631,ENSG00000268997
6632,ENSG00000225310
6633,ENSG00000225808
6634,ENSG00000220871
6635,ENSG00000237663
6636,ENSG00000232793
6637,ENSG00000258608
6638,ENSG00000168724
6639,ENSG00000178401
6640,ENSG00000170946
6641,ENSG00000059769
6642,ENSG00000244115
6643,ENSG00000115137
6644,ENSG00000224165
6645,ENSG00000177692
6646,ENSG00000176410
6647,ENSG00000119661
6648,ENSG00000100246
6649,ENSG00000163879
6650,ENSG00000213918
6651,ENSG00000013563
6652,ENSG00000167968
6653,ENSG00000163687
6654,ENSG00000105612
6655,ENSG00000137976
6656,ENSG00000256453
6657,ENSG00000264070
6658,ENSG00000187957
6659,ENSG00000179532
6660,ENSG00000213221
6661,ENSG00000106976
6662,ENSG00000087470
6663,ENSG00000278582
6664,ENSG00000250833
6665,ENSG00000242854
6666,ENSG00000261792
6667,ENSG00000260897
6668,ENSG00000261491
6669,ENSG00000261708
6670,ENSG00000260096
6671,ENSG00000260357
6672,ENSG00000246877
6673,ENSG00000259637
6674,ENSG00000280038
6675,ENSG00000182397
6676,ENSG00000259660
6677,ENSG00000239304
6678,ENSG00000261820
6679,ENSG00000259890
6680,ENSG00000235370
6681,ENSG00000079805
6682,ENSG00000197959
6683,ENSG00000233540
6684,ENSG00000230630
6685,ENSG00000107554
6686,ENSG00000227695
6687,ENSG00000130816
6688,ENSG00000119772
6689,ENSG00000224071
6690,ENSG00000088305
6691,ENSG00000142182
6692,ENSG00000232010
6693,ENSG00000123992
6694,ENSG00000229525
6695,ENSG00000112667
6696,ENSG00000107447
6697,ENSG00000101457
6698,ENSG00000067334
6699,ENSG00000149927
6700,ENSG00000272636
6701,ENSG00000231793
6702,ENSG00000150760
6703,ENSG00000134516
6704,ENSG00000088538
6705,ENSG00000128512
6706,ENSG00000225572
6707,ENSG00000147459
6708,ENSG00000130158
6709,ENSG00000116641
6710,ENSG00000235545
6711,ENSG00000107099
6712,ENSG00000183784
6713,ENSG00000227155
6714,ENSG00000088387
6715,ENSG00000229918
6716,ENSG00000260992
6717,ENSG00000135905
6718,ENSG00000147251
6719,ENSG00000259000
6720,ENSG00000129932
6721,ENSG00000115325
6722,ENSG00000147443
6723,ENSG00000146094
6724,ENSG00000125170
6725,ENSG00000101134
6726,ENSG00000206052
6727,ENSG00000175920
6728,ENSG00000175283
6729,ENSG00000167130
6730,ENSG00000159147
6731,ENSG00000083097
6732,ENSG00000142197
6733,ENSG00000104885
6734,ENSG00000172269
6735,ENSG00000166171
6736,ENSG00000015413
6737,ENSG00000167261
6738,ENSG00000263201
6739,ENSG00000141096
6740,ENSG00000011332
6741,ENSG00000133884
6742,ENSG00000205683
6743,ENSG00000108963
6744,ENSG00000263050
6745,ENSG00000132768
6746,ENSG00000154813
6747,ENSG00000233838
6748,ENSG00000237040
6749,ENSG00000117543
6750,ENSG00000233184
6751,ENSG00000134146
6752,ENSG00000248079
6753,ENSG00000148399
6754,ENSG00000000419
6755,ENSG00000136908
6756,ENSG00000179085
6757,ENSG00000254986
6758,ENSG00000255517
6759,ENSG00000250768
6760,ENSG00000221844
6761,ENSG00000197635
6762,ENSG00000230918
6763,ENSG00000130226
6764,ENSG00000176978
6765,ENSG00000074603
6766,ENSG00000142002
6767,ENSG00000205790
6768,ENSG00000175497
6769,ENSG00000235026
6770,ENSG00000235717
6771,ENSG00000231538
6772,ENSG00000163530
6773,ENSG00000223915
6774,ENSG00000224129
6775,ENSG00000224403
6776,ENSG00000261429
6777,ENSG00000187569
6778,ENSG00000227067
6779,ENSG00000188831
6780,ENSG00000270415
6781,ENSG00000121570
6782,ENSG00000203909
6783,ENSG00000269776
6784,ENSG00000259427
6785,ENSG00000119660
6786,ENSG00000204595
6787,ENSG00000224323
6788,ENSG00000271304
6789,ENSG00000282308
6790,ENSG00000264743
6791,ENSG00000270652
6792,ENSG00000270791
6793,ENSG00000271464
6794,ENSG00000143196
6795,ENSG00000173852
6796,ENSG00000229358
6797,ENSG00000231952
6798,ENSG00000177990
6799,ENSG00000189212
6800,ENSG00000170629
6801,ENSG00000227855
6802,ENSG00000235436
6803,ENSG00000225100
6804,ENSG00000178904
6805,ENSG00000267213
6806,ENSG00000156162
6807,ENSG00000229663
6808,ENSG00000231839
6809,ENSG00000162961
6810,ENSG00000188641
6811,ENSG00000232878
6812,ENSG00000235777
6813,ENSG00000232542
6814,ENSG00000147647
6815,ENSG00000092964
6816,ENSG00000113657
6817,ENSG00000151640
6818,ENSG00000157851
6819,ENSG00000144045
6820,ENSG00000117505
6821,ENSG00000245750
6822,ENSG00000136048
6823,ENSG00000156171
6824,ENSG00000175550
6825,ENSG00000162490
6826,ENSG00000225574
6827,ENSG00000157856
6828,ENSG00000171962
6829,ENSG00000159625
6830,ENSG00000184845
6831,ENSG00000149295
6832,ENSG00000151577
6833,ENSG00000069696
6834,ENSG00000169676
6835,ENSG00000184303
6836,ENSG00000175658
6837,ENSG00000185721
6838,ENSG00000235411
6839,ENSG00000240393
6840,ENSG00000108591
6841,ENSG00000165606
6842,ENSG00000189269
6843,ENSG00000113360
6844,ENSG00000102385
6845,ENSG00000134765
6846,ENSG00000134755
6847,ENSG00000134762
6848,ENSG00000171587
6849,ENSG00000235123
6850,ENSG00000233756
6851,ENSG00000177103
6852,ENSG00000265888
6853,ENSG00000136982
6854,ENSG00000184029
6855,ENSG00000223608
6856,ENSG00000198054
6857,ENSG00000230366
6858,ENSG00000233316
6859,ENSG00000111817
6860,ENSG00000171451
6861,ENSG00000265533
6862,ENSG00000134760
6863,ENSG00000266729
6864,ENSG00000046604
6865,ENSG00000264859
6866,ENSG00000134757
6867,ENSG00000175065
6868,ENSG00000149636
6869,ENSG00000096696
6870,ENSG00000261189
6871,ENSG00000152591
6872,ENSG00000151914
6873,ENSG00000231441
6874,ENSG00000125868
6875,ENSG00000230982
6876,ENSG00000248593
6877,ENSG00000253833
6878,ENSG00000215034
6879,ENSG00000236681
6880,ENSG00000133059
6881,ENSG00000125821
6882,ENSG00000233993
6883,ENSG00000129480
6884,ENSG00000197057
6885,ENSG00000143476
6886,ENSG00000134769
6887,ENSG00000138101
6888,ENSG00000224220
6889,ENSG00000047579
6890,ENSG00000104047
6891,ENSG00000169570
6892,ENSG00000135144
6893,ENSG00000091073
6894,ENSG00000186704
6895,ENSG00000265479
6896,ENSG00000178498
6897,ENSG00000163840
6898,ENSG00000110042
6899,ENSG00000168393
6900,ENSG00000243701
6901,ENSG00000137857
6902,ENSG00000140279
6903,ENSG00000140254
6904,ENSG00000140274
6905,ENSG00000169718
6906,ENSG00000167264
6907,ENSG00000141994
6908,ENSG00000105865
6909,ENSG00000288558
6910,ENSG00000120129
6911,ENSG00000158050
6912,ENSG00000108861
6913,ENSG00000120875
6914,ENSG00000138166
6915,ENSG00000273143
6916,ENSG00000183929
6917,ENSG00000235338
6918,ENSG00000139318
6919,ENSG00000164086
6920,ENSG00000184545
6921,ENSG00000215065
6922,ENSG00000235316
6923,ENSG00000130829
6924,ENSG00000143507
6925,ENSG00000144048
6926,ENSG00000081721
6927,ENSG00000277000
6928,ENSG00000079393
6929,ENSG00000276023
6930,ENSG00000149599
6931,ENSG00000111266
6932,ENSG00000167065
6933,ENSG00000162999
6934,ENSG00000189037
6935,ENSG00000112679
6936,ENSG00000158716
6937,ENSG00000133878
6938,ENSG00000188542
6939,ENSG00000188716
6940,ENSG00000128951
6941,ENSG00000259488
6942,ENSG00000229048
6943,ENSG00000254388
6944,ENSG00000226857
6945,ENSG00000229829
6946,ENSG00000216439
6947,ENSG00000225171
6948,ENSG00000250473
6949,ENSG00000214904
6950,ENSG00000260596
6951,ENSG00000280757
6952,ENSG00000280457
6953,ENSG00000281627
6954,ENSG00000258834
6955,ENSG00000280799
6956,ENSG00000281058
6957,ENSG00000281652
6958,ENSG00000281720
6959,ENSG00000224807
6960,ENSG00000278664
6961,ENSG00000278761
6962,ENSG00000278790
6963,ENSG00000276046
6964,ENSG00000276904
6965,ENSG00000278641
6966,ENSG00000258567
6967,ENSG00000259154
6968,ENSG00000259029
6969,ENSG00000258991
6970,ENSG00000276164
6971,ENSG00000275610
6972,ENSG00000277274
6973,ENSG00000276964
6974,ENSG00000274599
6975,ENSG00000280337
6976,ENSG00000236138
6977,ENSG00000258794
6978,ENSG00000279626
6979,ENSG00000237635
6980,ENSG00000231411
6981,ENSG00000283069
6982,ENSG00000282894
6983,ENSG00000282935
6984,ENSG00000282911
6985,ENSG00000283020
6986,ENSG00000261440
6987,ENSG00000259987
6988,ENSG00000260207
6989,ENSG00000232815
6990,ENSG00000250482
6991,ENSG00000258336
6992,ENSG00000258873
6993,ENSG00000259056
6994,ENSG00000254063
6995,ENSG00000270552
6996,ENSG00000270258
6997,ENSG00000255377
6998,ENSG00000258726
6999,ENSG00000232136
7000,ENSG00000271672
7001,ENSG00000225210
7002,ENSG00000270222
7003,ENSG00000282757
7004,ENSG00000107404
7005,ENSG00000004975
7006,ENSG00000161202
7007,ENSG00000204348
7008,ENSG00000170788
7009,ENSG00000133665
7010,ENSG00000141627
7011,ENSG00000264269
7012,ENSG00000178690
7013,ENSG00000264564
7014,ENSG00000267428
7015,ENSG00000288484
7016,ENSG00000197102
7017,ENSG00000158560
7018,ENSG00000077380
7019,ENSG00000225137
7020,ENSG00000144635
7021,ENSG00000135720
7022,ENSG00000246777
7023,ENSG00000187240
7024,ENSG00000126870
7025,ENSG00000119333
7026,ENSG00000138036
7027,ENSG00000088986
7028,ENSG00000205579
7029,ENSG00000258605
7030,ENSG00000235282
7031,ENSG00000257231
7032,ENSG00000242151
7033,ENSG00000248820
7034,ENSG00000230614
7035,ENSG00000264364
7036,ENSG00000266290
7037,ENSG00000125971
7038,ENSG00000168589
7039,ENSG00000259867
7040,ENSG00000146425
7041,ENSG00000184786
7042,ENSG00000213123
7043,ENSG00000165169
7044,ENSG00000232241
7045,ENSG00000229758
7046,ENSG00000188396
7047,ENSG00000152760
7048,ENSG00000157540
7049,ENSG00000105204
7050,ENSG00000127334
7051,ENSG00000143479
7052,ENSG00000237605
7053,ENSG00000010219
7054,ENSG00000135636
7055,ENSG00000232125
7056,ENSG00000089091
7057,ENSG00000134874
7058,ENSG00000158163
7059,ENSG00000198919
7060,ENSG00000101412
7061,ENSG00000007968
7062,ENSG00000112242
7063,ENSG00000224707
7064,ENSG00000267046
7065,ENSG00000203435
7066,ENSG00000205250
7067,ENSG00000231276
7068,ENSG00000133740
7069,ENSG00000260493
7070,ENSG00000169016
7071,ENSG00000234764
7072,ENSG00000224688
7073,ENSG00000226885
7074,ENSG00000231513
7075,ENSG00000165891
7076,ENSG00000129173
7077,ENSG00000167967
7078,ENSG00000144597
7079,ENSG00000249786
7080,ENSG00000145088
7081,ENSG00000129518
7082,ENSG00000103356
7083,ENSG00000147654
7084,ENSG00000233690
7085,ENSG00000164330
7086,ENSG00000221818
7087,ENSG00000108001
7088,ENSG00000287997
7089,ENSG00000088881
7090,ENSG00000105246
7091,ENSG00000223601
7092,ENSG00000255423
7093,ENSG00000281649
7094,ENSG00000117395
7095,ENSG00000147155
7096,ENSG00000123179
7097,ENSG00000122882
7098,ENSG00000117298
7099,ENSG00000231105
7100,ENSG00000145194
7101,ENSG00000171551
7102,ENSG00000204121
7103,ENSG00000244280
7104,ENSG00000230122
7105,ENSG00000104823
7106,ENSG00000093144
7107,ENSG00000121310
7108,ENSG00000134463
7109,ENSG00000127884
7110,ENSG00000167969
7111,ENSG00000261663
7112,ENSG00000198721
7113,ENSG00000234817
7114,ENSG00000143369
7115,ENSG00000270639
7116,ENSG00000249995
7117,ENSG00000106823
7118,ENSG00000224963
7119,ENSG00000136813
7120,ENSG00000119147
7121,ENSG00000249751
7122,ENSG00000130159
7123,ENSG00000114346
7124,ENSG00000203734
7125,ENSG00000158813
7126,ENSG00000131080
7127,ENSG00000135960
7128,ENSG00000186197
7129,ENSG00000179151
7130,ENSG00000038358
7131,ENSG00000181562
7132,ENSG00000181552
7133,ENSG00000234060
7134,ENSG00000258963
7135,ENSG00000267710
7136,ENSG00000134109
7137,ENSG00000088298
7138,ENSG00000116406
7139,ENSG00000107223
7140,ENSG00000164176
7141,ENSG00000250320
7142,ENSG00000078401
7143,ENSG00000127129
7144,ENSG00000124205
7145,ENSG00000151617
7146,ENSG00000136160
7147,ENSG00000225579
7148,ENSG00000107938
7149,ENSG00000236991
7150,ENSG00000224023
7151,ENSG00000102189
7152,ENSG00000074266
7153,ENSG00000224942
7154,ENSG00000156508
7155,ENSG00000229862
7156,ENSG00000223822
7157,ENSG00000258841
7158,ENSG00000232587
7159,ENSG00000245205
7160,ENSG00000196205
7161,ENSG00000233476
7162,ENSG00000268222
7163,ENSG00000223529
7164,ENSG00000249264
7165,ENSG00000243746
7166,ENSG00000228502
7167,ENSG00000214199
7168,ENSG00000250182
7169,ENSG00000233057
7170,ENSG00000213704
7171,ENSG00000213235
7172,ENSG00000257907
7173,ENSG00000270775
7174,ENSG00000249855
7175,ENSG00000249963
7176,ENSG00000249542
7177,ENSG00000259612
7178,ENSG00000236297
7179,ENSG00000223668
7180,ENSG00000241429
7181,ENSG00000233167
7182,ENSG00000179460
7183,ENSG00000237709
7184,ENSG00000215093
7185,ENSG00000237757
7186,ENSG00000237859
7187,ENSG00000213046
7188,ENSG00000258846
7189,ENSG00000233324
7190,ENSG00000250144
7191,ENSG00000223912
7192,ENSG00000254124
7193,ENSG00000261557
7194,ENSG00000230125
7195,ENSG00000231144
7196,ENSG00000223600
7197,ENSG00000277043
7198,ENSG00000236468
7199,ENSG00000244503
7200,ENSG00000215899
7201,ENSG00000255450
7202,ENSG00000229239
7203,ENSG00000255127
7204,ENSG00000235253
7205,ENSG00000101210
7206,ENSG00000150456
7207,ENSG00000203791
7208,ENSG00000123427
7209,ENSG00000284753
7210,ENSG00000284917
7211,ENSG00000114942
7212,ENSG00000231169
7213,ENSG00000213864
7214,ENSG00000232472
7215,ENSG00000257119
7216,ENSG00000225121
7217,ENSG00000213261
7218,ENSG00000213055
7219,ENSG00000230497
7220,ENSG00000104529
7221,ENSG00000228887
7222,ENSG00000226721
7223,ENSG00000229715
7224,ENSG00000213640
7225,ENSG00000213130
7226,ENSG00000229280
7227,ENSG00000263883
7228,ENSG00000236607
7229,ENSG00000124802
7230,ENSG00000265818
7231,ENSG00000236307
7232,ENSG00000254772
7233,ENSG00000186676
7234,ENSG00000250346
7235,ENSG00000226845
7236,ENSG00000240138
7237,ENSG00000234785
7238,ENSG00000216518
7239,ENSG00000236290
7240,ENSG00000234125
7241,ENSG00000167658
7242,ENSG00000103319
7243,ENSG00000118894
7244,ENSG00000132394
7245,ENSG00000167106
7246,ENSG00000162636
7247,ENSG00000122547
7248,ENSG00000203666
7249,ENSG00000172421
7250,ENSG00000272601
7251,ENSG00000176927
7252,ENSG00000186976
7253,ENSG00000223843
7254,ENSG00000261251
7255,ENSG00000203965
7256,ENSG00000215529
7257,ENSG00000214360
7258,ENSG00000185055
7259,ENSG00000272604
7260,ENSG00000140025
7261,ENSG00000172771
7262,ENSG00000178852
7263,ENSG00000263293
7264,ENSG00000159658
7265,ENSG00000228237
7266,ENSG00000228348
7267,ENSG00000233483
7268,ENSG00000114654
7269,ENSG00000115380
7270,ENSG00000172638
7271,ENSG00000163576
7272,ENSG00000096093
7273,ENSG00000183690
7274,ENSG00000115468
7275,ENSG00000142634
7276,ENSG00000228140
7277,ENSG00000140598
7278,ENSG00000259404
7279,ENSG00000248998
7280,ENSG00000169242
7281,ENSG00000099617
7282,ENSG00000143590
7283,ENSG00000243364
7284,ENSG00000184349
7285,ENSG00000090776
7286,ENSG00000125266
7287,ENSG00000108947
7288,ENSG00000132294
7289,ENSG00000084710
7290,ENSG00000100842
7291,ENSG00000108883
7292,ENSG00000138798
7293,ENSG00000206120
7294,ENSG00000198759
7295,ENSG00000172889
7296,ENSG00000241404
7297,ENSG00000164318
7298,ENSG00000249491
7299,ENSG00000248572
7300,ENSG00000249071
7301,ENSG00000248730
7302,ENSG00000146648
7303,ENSG00000224057
7304,ENSG00000258451
7305,ENSG00000135766
7306,ENSG00000254779
7307,ENSG00000269858
7308,ENSG00000129521
7309,ENSG00000258897
7310,ENSG00000256134
7311,ENSG00000235947
7312,ENSG00000120738
7313,ENSG00000122877
7314,ENSG00000179388
7315,ENSG00000135625
7316,ENSG00000115504
7317,ENSG00000231609
7318,ENSG00000173442
7319,ENSG00000110047
7320,ENSG00000024422
7321,ENSG00000013016
7322,ENSG00000103966
7323,ENSG00000259883
7324,ENSG00000135373
7325,ENSG00000113790
7326,ENSG00000223358
7327,ENSG00000181090
7328,ENSG00000204371
7329,ENSG00000237080
7330,ENSG00000149547
7331,ENSG00000236357
7332,ENSG00000236257
7333,ENSG00000214825
7334,ENSG00000236343
7335,ENSG00000255302
7336,ENSG00000176396
7337,ENSG00000176401
7338,ENSG00000255150
7339,ENSG00000173812
7340,ENSG00000175376
7341,ENSG00000173674
7342,ENSG00000225037
7343,ENSG00000236698
7344,ENSG00000258980
7345,ENSG00000198692
7346,ENSG00000114784
7347,ENSG00000229875
7348,ENSG00000235549
7349,ENSG00000231684
7350,ENSG00000262154
7351,ENSG00000266563
7352,ENSG00000267938
7353,ENSG00000213772
7354,ENSG00000144895
7355,ENSG00000086232
7356,ENSG00000055332
7357,ENSG00000172071
7358,ENSG00000234028
7359,ENSG00000128829
7360,ENSG00000227395
7361,ENSG00000111361
7362,ENSG00000119718
7363,ENSG00000070785
7364,ENSG00000115211
7365,ENSG00000145191
7366,ENSG00000272721
7367,ENSG00000143486
7368,ENSG00000134001
7369,ENSG00000125977
7370,ENSG00000258778
7371,ENSG00000229704
7372,ENSG00000236493
7373,ENSG00000128692
7374,ENSG00000225650
7375,ENSG00000254441
7376,ENSG00000271115
7377,ENSG00000130741
7378,ENSG00000180574
7379,ENSG00000107581
7380,ENSG00000106263
7381,ENSG00000184110
7382,ENSG00000205609
7383,ENSG00000100353
7384,ENSG00000104408
7385,ENSG00000234882
7386,ENSG00000224674
7387,ENSG00000175390
7388,ENSG00000275945
7389,ENSG00000233426
7390,ENSG00000130811
7391,ENSG00000147677
7392,ENSG00000084623
7393,ENSG00000237064
7394,ENSG00000104131
7395,ENSG00000179523
7396,ENSG00000228041
7397,ENSG00000178982
7398,ENSG00000175749
7399,ENSG00000233544
7400,ENSG00000250442
7401,ENSG00000100129
7402,ENSG00000258501
7403,ENSG00000233837
7404,ENSG00000226086
7405,ENSG00000149100
7406,ENSG00000236365
7407,ENSG00000161960
7408,ENSG00000233300
7409,ENSG00000235001
7410,ENSG00000231018
7411,ENSG00000257790
7412,ENSG00000226161
7413,ENSG00000236608
7414,ENSG00000235472
7415,ENSG00000213484
7416,ENSG00000262953
7417,ENSG00000229132
7418,ENSG00000231564
7419,ENSG00000257662
7420,ENSG00000225701
7421,ENSG00000156976
7422,ENSG00000267336
7423,ENSG00000227382
7424,ENSG00000254589
7425,ENSG00000224781
7426,ENSG00000255490
7427,ENSG00000141543
7428,ENSG00000266181
7429,ENSG00000063046
7430,ENSG00000259019
7431,ENSG00000228753
7432,ENSG00000224546
7433,ENSG00000229572
7434,ENSG00000261336
7435,ENSG00000197258
7436,ENSG00000225031
7437,ENSG00000243918
7438,ENSG00000237294
7439,ENSG00000151247
7440,ENSG00000175766
7441,ENSG00000135930
7442,ENSG00000213384
7443,ENSG00000244157
7444,ENSG00000163412
7445,ENSG00000187840
7446,ENSG00000258870
7447,ENSG00000148730
7448,ENSG00000233711
7449,ENSG00000260282
7450,ENSG00000220505
7451,ENSG00000243056
7452,ENSG00000184708
7453,ENSG00000233578
7454,ENSG00000229944
7455,ENSG00000244199
7456,ENSG00000232968
7457,ENSG00000214366
7458,ENSG00000114867
7459,ENSG00000110321
7460,ENSG00000075151
7461,ENSG00000106682
7462,ENSG00000233830
7463,ENSG00000237977
7464,ENSG00000100664
7465,ENSG00000259775
7466,ENSG00000132507
7467,ENSG00000163577
7468,ENSG00000260576
7469,ENSG00000253626
7470,ENSG00000267679
7471,ENSG00000267346
7472,ENSG00000234743
7473,ENSG00000158417
7474,ENSG00000215319
7475,ENSG00000275800
7476,ENSG00000242372
7477,ENSG00000032389
7478,ENSG00000224885
7479,ENSG00000141642
7480,ENSG00000006744
7481,ENSG00000197561
7482,ENSG00000116299
7483,ENSG00000164659
7484,ENSG00000066044
7485,ENSG00000107105
7486,ENSG00000196361
7487,ENSG00000162374
7488,ENSG00000237337
7489,ENSG00000280890
7490,ENSG00000120690
7491,ENSG00000109381
7492,ENSG00000234345
7493,ENSG00000232743
7494,ENSG00000225406
7495,ENSG00000163435
7496,ENSG00000234678
7497,ENSG00000102034
7498,ENSG00000135374
7499,ENSG00000225968
7500,ENSG00000236081
7501,ENSG00000166897
7502,ENSG00000126767
7503,ENSG00000234359
7504,ENSG00000213140
7505,ENSG00000234402
7506,ENSG00000111145
7507,ENSG00000158711
7508,ENSG00000105656
7509,ENSG00000118985
7510,ENSG00000227295
