,GENE ID
1426,ENSG00000147256
1427,ENSG00000147799
1428,ENSG00000124143
1429,ENSG00000165895
1430,ENSG00000248027
1431,ENSG00000227817
1432,ENSG00000231147
1433,ENSG00000235759
1434,ENSG00000258080
1435,ENSG00000258233
1436,ENSG00000006740
1437,ENSG00000265489
1438,ENSG00000180448
1439,ENSG00000141522
1440,ENSG00000111348
1441,ENSG00000242173
1442,ENSG00000076928
1443,ENSG00000116584
1444,ENSG00000224276
1445,ENSG00000273002
1446,ENSG00000163947
1447,ENSG00000240198
1448,ENSG00000136002
1449,ENSG00000233221
1450,ENSG00000050327
1451,ENSG00000129675
1452,ENSG00000102606
1453,ENSG00000227352
1454,ENSG00000235875
1455,ENSG00000233644
1456,ENSG00000131089
1457,ENSG00000231729
1458,ENSG00000104728
1459,ENSG00000074964
1460,ENSG00000132694
1461,ENSG00000196914
1462,ENSG00000198844
1463,ENSG00000130762
1464,ENSG00000110237
1465,ENSG00000257038
1466,ENSG00000104880
1467,ENSG00000267852
1468,ENSG00000142632
1469,ENSG00000234166
1470,ENSG00000240771
1471,ENSG00000114790
1472,ENSG00000243069
1473,ENSG00000214944
1474,ENSG00000240572
1475,ENSG00000214694
1476,ENSG00000204959
1477,ENSG00000213214
1478,ENSG00000244198
1479,ENSG00000183111
1480,ENSG00000236699
1481,ENSG00000249885
1482,ENSG00000137135
1483,ENSG00000165801
1484,ENSG00000117713
1485,ENSG00000049618
1486,ENSG00000189079
1487,ENSG00000116017
1488,ENSG00000179361
1489,ENSG00000227288
1490,ENSG00000205143
1491,ENSG00000032219
1492,ENSG00000054267
1493,ENSG00000196843
1494,ENSG00000150347
1495,ENSG00000166233
1496,ENSG00000177479
1497,ENSG00000221883
1498,ENSG00000266296
1499,ENSG00000120805
1500,ENSG00000213465
1501,ENSG00000273003
1502,ENSG00000102931
1503,ENSG00000265934
1504,ENSG00000258071
1505,ENSG00000215486
1506,ENSG00000249312
1507,ENSG00000254351
1508,ENSG00000248355
1509,ENSG00000230418
1510,ENSG00000263125
1511,ENSG00000225225
1512,ENSG00000138175
1513,ENSG00000122644
1514,ENSG00000122872
1515,ENSG00000248780
1516,ENSG00000228291
1517,ENSG00000231395
1518,ENSG00000218996
1519,ENSG00000188042
1520,ENSG00000175906
1521,ENSG00000162980
1522,ENSG00000227864
1523,ENSG00000236818
1524,ENSG00000228431
1525,ENSG00000224806
1526,ENSG00000232332
1527,ENSG00000165997
1528,ENSG00000141748
1529,ENSG00000113966
1530,ENSG00000170540
1531,ENSG00000255664
1532,ENSG00000225355
1533,ENSG00000255014
1534,ENSG00000182196
1535,ENSG00000144746
1536,ENSG00000177917
1537,ENSG00000143862
1538,ENSG00000134108
1539,ENSG00000196503
1540,ENSG00000175414
1541,ENSG00000152213
1542,ENSG00000174225
1543,ENSG00000169379
1544,ENSG00000179674
1545,ENSG00000152219
1546,ENSG00000254532
1547,ENSG00000268223
1548,ENSG00000224891
1549,ENSG00000185305
1550,ENSG00000214087
1551,ENSG00000185829
1552,ENSG00000228696
1553,ENSG00000260896
1554,ENSG00000104442
1555,ENSG00000118690
1556,ENSG00000230290
1557,ENSG00000165309
1558,ENSG00000140691
1559,ENSG00000105676
1560,ENSG00000125449
1561,ENSG00000114098
1562,ENSG00000225254
1563,ENSG00000135931
1564,ENSG00000170632
1565,ENSG00000178660
1566,ENSG00000157343
1567,ENSG00000126947
1568,ENSG00000184867
1569,ENSG00000102401
1570,ENSG00000228275
1571,ENSG00000196440
1572,ENSG00000125962
1573,ENSG00000271147
1574,ENSG00000198960
1575,ENSG00000204072
1576,ENSG00000198520
1577,ENSG00000260286
1578,ENSG00000120029
1579,ENSG00000139971
1580,ENSG00000254636
1581,ENSG00000146476
1582,ENSG00000235072
1583,ENSG00000143437
1584,ENSG00000172379
1585,ENSG00000259495
1586,ENSG00000241685
1587,ENSG00000242103
1588,ENSG00000268282
1589,ENSG00000250071
1590,ENSG00000251411
