,GENE NAME,GENE ID
1199,ATG14,ENSG00000126775
1200,ATG16L1,ENSG00000085978
1201,ATG16L2,ENSG00000168010
1202,ATG101,ENSG00000123395
1203,ATIC,ENSG00000138363
1204,ATL1,ENSG00000198513
1205,ATL2,ENSG00000119787
1206,ATL3,ENSG00000184743
1207,ATM,ENSG00000149311
1208,ATMIN,ENSG00000166454
1209,ATN1,ENSG00000111676
1210,ATOH1,ENSG00000172238
1211,ATOH7,ENSG00000179774
1212,ATOH8,ENSG00000168874
1213,ATOSA,ENSG00000047346
1214,ATOSB,ENSG00000005238
1215,ATOX1,ENSG00000177556
1216,ATP1A1,ENSG00000163399
1217,ATP1A2,ENSG00000018625
1218,ATP1A3,ENSG00000105409
1219,ATP1A4,ENSG00000132681
1220,ATP1B1,ENSG00000143153
1221,ATP1B2,ENSG00000129244
1222,ATP1B3,ENSG00000069849
1223,ATP1B4,ENSG00000101892
1224,ATP2A1,ENSG00000196296
1225,ATP2A2,ENSG00000174437
1226,ATP2A3,ENSG00000074370
1227,ATP2B1,ENSG00000070961
1228,ATP2B2,ENSG00000157087
1229,ATP2B3,ENSG00000067842
1230,ATP2B4,ENSG00000058668
1231,ATP2C1,ENSG00000017260
1232,ATP2C2,ENSG00000064270
1233,ATP4A,ENSG00000105675
1234,ATP4B,ENSG00000186009
1235,ATP5F1A,ENSG00000152234
1236,ATP5F1B,ENSG00000110955
1237,ATP5F1C,ENSG00000165629
1238,ATP5F1D,ENSG00000099624
1239,ATP5F1E,ENSG00000124172
1240,ATP5IF1,ENSG00000130770
1241,ATP5MC1,ENSG00000159199
1242,ATP5MC2,ENSG00000135390
1243,ATP5MC3,ENSG00000154518
1244,ATP5ME,ENSG00000169020
1245,ATP5MF,ENSG00000241468
1246,ATP5MG,ENSG00000167283
1247,ATP5MGL,ENSG00000249222
1248,ATP5MJ,ENSG00000156411
1249,ATP5MK,ENSG00000173915
1250,ATP5PB,ENSG00000116459
1251,ATP5PD,ENSG00000167863
1252,ATP5PF,ENSG00000154723
1253,ATP5PO,ENSG00000241837
1254,ATP6AP1,ENSG00000071553
1255,ATP6AP2,ENSG00000182220
1256,ATP6V1A,ENSG00000114573
1257,ATP6V1B1,ENSG00000116039
1258,ATP6V1B2,ENSG00000147416
1259,ATP6V1C1,ENSG00000155097
1260,ATP6V1C2,ENSG00000143882
1261,ATP6V1D,ENSG00000100554
1262,ATP6V1E1,ENSG00000131100
1263,ATP6V1E2,ENSG00000250565
1264,ATP6V1F,ENSG00000128524
1265,ATP6V1FNB,ENSG00000272899
1266,ATP6V1G1,ENSG00000136888
1267,ATP6V1G2,ENSG00000213760
1268,ATP6V1G3,ENSG00000151418
1269,ATP6V1H,ENSG00000047249
1270,ATP6V0A1,ENSG00000033627
1271,ATP6V0A2,ENSG00000185344
1272,ATP6V0A4,ENSG00000105929
1273,ATP6V0B,ENSG00000117410
1274,ATP6V0C,ENSG00000185883
1275,ATP6V0D1,ENSG00000159720
1276,ATP6V0D2,ENSG00000147614
1277,ATP6V0E1,ENSG00000113732
1278,ATP6V0E2,ENSG00000171130
1279,ATP7A,ENSG00000165240
1280,ATP7B,ENSG00000123191
1281,ATP8A1,ENSG00000124406
1282,ATP8A2,ENSG00000132932
1283,ATP8B1,ENSG00000081923
1284,ATP8B2,ENSG00000143515
1285,ATP8B3,ENSG00000130270
1286,ATP8B4,ENSG00000104043
1287,ATP9A,ENSG00000054793
1288,ATP9B,ENSG00000166377
1289,ATP10A,ENSG00000206190
1290,ATP10B,ENSG00000118322
1291,ATP10D,ENSG00000145246
1292,ATP11A,ENSG00000068650
1293,ATP11B,ENSG00000058063
1294,ATP11C,ENSG00000101974
1295,ATP12A,ENSG00000075673
1296,ATP13A1,ENSG00000105726
1297,ATP13A2,ENSG00000159363
1298,ATP13A3,ENSG00000133657
1299,ATP13A4,ENSG00000127249
1300,ATP13A5,ENSG00000187527
1301,ATP23,ENSG00000166896
1302,ATPAF1,ENSG00000123472
1303,ATPAF2,ENSG00000171953
1304,ATPSCKMT,ENSG00000150756
1305,ATR,ENSG00000175054
1306,ATRAID,ENSG00000138085
1307,ATRIP,ENSG00000164053
1308,ATRN,ENSG00000088812
1309,ATRNL1,ENSG00000107518
1310,ATRX,ENSG00000085224
1311,ATXN1,ENSG00000124788
1312,ATXN1L,ENSG00000224470
1313,ATXN2,ENSG00000204842
1314,ATXN2L,ENSG00000168488
1315,ATXN3,ENSG00000066427
1316,ATXN3L,ENSG00000123594
1317,ATXN7,ENSG00000163635
1318,ATXN7L1,ENSG00000146776
1319,ATXN7L2,ENSG00000162650
1320,ATXN7L3,ENSG00000087152
1321,ATXN7L3B,ENSG00000253719
1323,ATXN10,ENSG00000130638
1324,AUH,ENSG00000148090
1325,AUNIP,ENSG00000127423
1326,AUP1,ENSG00000115307
1327,AURKA,ENSG00000087586
1328,AURKAIP1,ENSG00000175756
1329,AURKB,ENSG00000178999
1330,AURKC,ENSG00000105146
1331,AUTS2,ENSG00000158321
1332,AVEN,ENSG00000169857
1333,AVIL,ENSG00000135407
1334,AVL9,ENSG00000105778
1335,AVP,ENSG00000101200
1336,AVPI1,ENSG00000119986
1337,AVPR1A,ENSG00000166148
1338,AVPR1B,ENSG00000198049
1339,AVPR2,ENSG00000126895
1340,AWAT1,ENSG00000204195
1341,AWAT2,ENSG00000147160
1342,AXDND1,ENSG00000162779
1343,AXIN1,ENSG00000103126
1344,AXIN2,ENSG00000168646
1345,AXL,ENSG00000167601
1346,AZGP1,ENSG00000160862
1347,AZI2,ENSG00000163512
1348,AZIN1,ENSG00000155096
1349,AZIN2,ENSG00000142920
1350,AZU1,ENSG00000172232
1351,B2M,ENSG00000166710
1352,B3GALNT1,ENSG00000169255
1353,B3GALNT2,ENSG00000162885
1354,B3GALT1,ENSG00000172318
1355,B3GALT2,ENSG00000162630
1356,B3GALT4,ENSG00000235863
1357,B3GALT5,ENSG00000183778
1358,B3GALT6,ENSG00000176022
1359,B3GALT9,ENSG00000214654
1360,B3GAT1,ENSG00000109956
1361,B3GAT2,ENSG00000112309
1362,B3GAT3,ENSG00000149541
1363,B3GLCT,ENSG00000187676
1364,B3GNT2,ENSG00000170340
1365,B3GNT3,ENSG00000179913
1366,B3GNT4,ENSG00000176383
1367,B3GNT5,ENSG00000176597
1368,B3GNT6,ENSG00000198488
1369,B3GNT7,ENSG00000156966
1370,B3GNT8,ENSG00000177191
1371,B3GNT9,ENSG00000237172
1372,B3GNTL1,ENSG00000175711
1373,B4GALNT1,ENSG00000135454
1374,B4GALNT2,ENSG00000167080
1375,B4GALNT3,ENSG00000139044
1376,B4GALNT4,ENSG00000182272
1377,B4GALT1,ENSG00000086062
1378,B4GALT2,ENSG00000117411
1379,B4GALT3,ENSG00000158850
1380,B4GALT4,ENSG00000121578
1381,B4GALT5,ENSG00000158470
1382,B4GALT6,ENSG00000118276
1383,B4GALT7,ENSG00000027847
1384,B4GAT1,ENSG00000174684
1385,B9D1,ENSG00000108641
1386,B9D2,ENSG00000123810
1387,BAALC,ENSG00000164929
1388,BAAT,ENSG00000136881
1389,BABAM1,ENSG00000105393
1390,BABAM2,ENSG00000158019
1391,BACE1,ENSG00000186318
1392,BACE2,ENSG00000182240
1393,BACH1,ENSG00000156273
1394,BACH2,ENSG00000112182
1395,BAD,ENSG00000002330
1396,BAG1,ENSG00000107262
1397,BAG2,ENSG00000112208
1398,BAG3,ENSG00000151929
1399,BAG4,ENSG00000156735
1400,BAG5,ENSG00000166170
1401,BAG6,ENSG00000204463
1405,BAHCC1,ENSG00000266074
1406,BAHD1,ENSG00000140320
1407,BAIAP2,ENSG00000175866
1408,BAIAP2L1,ENSG00000006453
1409,BAIAP2L2,ENSG00000128298
1410,BAIAP3,ENSG00000007516
1411,BAK1,ENSG00000030110
1412,BAMBI,ENSG00000095739
1413,BANF1,ENSG00000175334
1414,BANF2,ENSG00000125888
1415,BANK1,ENSG00000153064
1416,BANP,ENSG00000172530
1417,BAP1,ENSG00000163930
1418,BARD1,ENSG00000138376
1419,BARHL1,ENSG00000125492
1420,BARHL2,ENSG00000143032
1421,BARX1,ENSG00000131668
1422,BARX2,ENSG00000043039
1423,BASP1,ENSG00000176788
1424,BATF,ENSG00000156127
1425,BATF2,ENSG00000168062
1426,BATF3,ENSG00000123685
1427,BAX,ENSG00000087088
1428,BAZ1A,ENSG00000198604
1429,BAZ1B,ENSG00000009954
1430,BAZ2A,ENSG00000076108
1431,BAZ2B,ENSG00000123636
1432,BBC3,ENSG00000105327
1433,BBIP1,ENSG00000214413
1434,BBLN,ENSG00000171159
1435,BBOF1,ENSG00000119636
1436,BBOX1,ENSG00000129151
1437,BBS1,ENSG00000174483
1438,BBS2,ENSG00000125124
1439,BBS4,ENSG00000140463
1440,BBS5,ENSG00000163093
1441,BBS7,ENSG00000138686
1442,BBS9,ENSG00000122507
1443,BBS10,ENSG00000179941
1444,BBS12,ENSG00000181004
1445,BBX,ENSG00000114439
1446,BCAM,ENSG00000187244
1447,BCAN,ENSG00000132692
1448,BCAP29,ENSG00000075790
1449,BCAP31,ENSG00000185825
1450,BCAR1,ENSG00000050820
1451,BCAR3,ENSG00000137936
1452,BCAS1,ENSG00000064787
1453,BCAS2,ENSG00000116752
1454,BCAS3,ENSG00000141376
1455,BCAS4,ENSG00000124243
1456,BCAT1,ENSG00000060982
1457,BCAT2,ENSG00000105552
1458,BCCIP,ENSG00000107949
1459,BCDIN3D,ENSG00000186666
1460,BCHE,ENSG00000114200
1461,BCKDHA,ENSG00000248098
1462,BCKDHB,ENSG00000083123
1463,BCKDK,ENSG00000103507
1464,BCL2,ENSG00000171791
1465,BCL2A1,ENSG00000140379
1466,BCL2L1,ENSG00000171552
1467,BCL2L2,ENSG00000129473
1468,BCL2L10,ENSG00000137875
1469,BCL2L11,ENSG00000153094
1470,BCL2L12,ENSG00000126453
1471,BCL2L13,ENSG00000099968
1472,BCL2L14,ENSG00000121380
1473,BCL2L15,ENSG00000188761
1474,BCL3,ENSG00000069399
1475,BCL6,ENSG00000113916
1476,BCL6B,ENSG00000161940
1477,BCL7A,ENSG00000110987
1478,BCL7B,ENSG00000106635
1479,BCL7C,ENSG00000099385
1480,BCL9,ENSG00000116128
1481,BCL9L,ENSG00000186174
1482,BCL10,ENSG00000142867
1483,BCL11A,ENSG00000119866
1484,BCL11B,ENSG00000127152
1485,BCLAF1,ENSG00000029363
1486,BCLAF3,ENSG00000173681
1487,BCO1,ENSG00000135697
1488,BCO2,ENSG00000197580
1489,BCOR,ENSG00000183337
1490,BCORL1,ENSG00000085185
1491,BCR,ENSG00000186716
1492,BCS1L,ENSG00000074582
1493,BDH1,ENSG00000161267
1494,BDH2,ENSG00000164039
1495,BDKRB1,ENSG00000100739
1496,BDKRB2,ENSG00000168398
1497,BDNF,ENSG00000176697
1498,BDP1,ENSG00000145734
1499,BEAN1,ENSG00000166546
1500,BECN1,ENSG00000126581
1501,BECN2,ENSG00000196289
1502,BEGAIN,ENSG00000183092
1503,BEND2,ENSG00000177324
1504,BEND3,ENSG00000178409
1505,BEND4,ENSG00000188848
1506,BEND5,ENSG00000162373
1507,BEND6,ENSG00000151917
1508,BEND7,ENSG00000165626
1509,BEST1,ENSG00000167995
1510,BEST2,ENSG00000039987
1511,BEST3,ENSG00000127325
1512,BEST4,ENSG00000142959
1513,BET1,ENSG00000105829
1514,BET1L,ENSG00000177951
1515,BEX1,ENSG00000133169
1516,BEX2,ENSG00000133134
1517,BEX3,ENSG00000166681
1518,BEX4,ENSG00000102409
1519,BEX5,ENSG00000184515
1520,BFAR,ENSG00000103429
1521,BFSP1,ENSG00000125864
1522,BFSP2,ENSG00000170819
1523,BGLAP,ENSG00000242252
1524,BGN,ENSG00000182492
1525,BHLHA9,ENSG00000205899
1526,BHLHA15,ENSG00000180535
1527,BHLHE22,ENSG00000180828
1528,BHLHE23,ENSG00000125533
1529,BHLHE40,ENSG00000134107
1530,BHLHE41,ENSG00000123095
1531,BHMT,ENSG00000145692
1532,BHMT2,ENSG00000132840
1533,BICC1,ENSG00000122870
1534,BICD1,ENSG00000151746
1535,BICD2,ENSG00000185963
1536,BICDL1,ENSG00000135127
1537,BICDL2,ENSG00000162069
1538,BICRA,ENSG00000063169
1539,BICRAL,ENSG00000112624
1540,BID,ENSG00000015475
1541,BIK,ENSG00000100290
1542,BIN1,ENSG00000136717
1543,BIN2,ENSG00000110934
1544,BIN3,ENSG00000147439
1545,BIRC2,ENSG00000110330
1546,BIRC3,ENSG00000023445
1547,BIRC5,ENSG00000089685
1548,BIRC6,ENSG00000115760
1549,BIRC7,ENSG00000101197
1550,BIRC8,ENSG00000163098
1551,BIVM,ENSG00000134897
1552,BLACAT1,ENSG00000281406
1553,BLCAP,ENSG00000166619
1554,BLID,ENSG00000259571
1555,BLK,ENSG00000136573
1556,BLM,ENSG00000197299
1557,BLMH,ENSG00000108578
1558,BLNK,ENSG00000095585
1559,BLOC1S1,ENSG00000135441
1560,BLOC1S2,ENSG00000196072
1561,BLOC1S3,ENSG00000189114
1562,BLOC1S4,ENSG00000186222
1563,BLOC1S5,ENSG00000188428
1564,BLOC1S6,ENSG00000104164
1565,BLTP1,ENSG00000138688
1566,BLTP2,ENSG00000007202
1567,BLTP3A,ENSG00000065060
1568,BLTP3B,ENSG00000111647
1569,BLVRA,ENSG00000106605
1570,BLVRB,ENSG00000090013
1571,BLZF1,ENSG00000117475
1572,BMAL1,ENSG00000133794
1573,BMAL2,ENSG00000029153
1574,BMERB1,ENSG00000166780
1575,BMF,ENSG00000104081
1576,BMI1,ENSG00000168283
1577,BMP1,ENSG00000168487
1578,BMP2,ENSG00000125845
1579,BMP2K,ENSG00000138756
1580,BMP3,ENSG00000152785
1581,BMP4,ENSG00000125378
1582,BMP5,ENSG00000112175
1583,BMP6,ENSG00000153162
1584,BMP7,ENSG00000101144
1585,BMP8A,ENSG00000183682
1586,BMP8B,ENSG00000116985
1587,BMP10,ENSG00000163217
1588,BMP15,ENSG00000130385
1589,BMPER,ENSG00000164619
1590,BMPR1A,ENSG00000107779
1591,BMPR1B,ENSG00000138696
1592,BMPR2,ENSG00000204217
1593,BMS1,ENSG00000165733
1594,BMT2,ENSG00000164603
1595,BMX,ENSG00000102010
1596,BNC1,ENSG00000169594
1597,BNC2,ENSG00000173068
1598,BNIP1,ENSG00000113734
1599,BNIP2,ENSG00000140299
1600,BNIP3,ENSG00000176171
1601,BNIP3L,ENSG00000104765
1602,BNIP5,ENSG00000189325
1603,BNIPL,ENSG00000163141
1604,BOC,ENSG00000144857
1605,BOD1,ENSG00000145919
1606,BOD1L1,ENSG00000038219
1607,BOD1L2,ENSG00000228075
1608,BOK,ENSG00000176720
1609,BOLA1,ENSG00000178096
1610,BOLA2,ENSG00000183336
1611,BOLA2B,ENSG00000169627
1612,BOLA3,ENSG00000163170
1613,BOLL,ENSG00000152430
1614,BOP1,ENSG00000261236
1615,BORA,ENSG00000136122
1616,BORCS5,ENSG00000165714
1617,BORCS6,ENSG00000196544
1618,BORCS7,ENSG00000166275
1619,BORCS8,ENSG00000254901
1620,BPGM,ENSG00000172331
1621,BPHL,ENSG00000137274
1622,BPI,ENSG00000101425
1623,BPIFA1,ENSG00000198183
1624,BPIFA2,ENSG00000131050
1625,BPIFA3,ENSG00000131059
1626,BPIFB1,ENSG00000125999
1627,BPIFB2,ENSG00000078898
1628,BPIFB3,ENSG00000186190
1629,BPIFB4,ENSG00000186191
1630,BPIFB6,ENSG00000167104
1631,BPIFC,ENSG00000184459
1632,BPNT1,ENSG00000162813
1633,BPNT2,ENSG00000104331
1634,BPTF,ENSG00000171634
1635,BPY2,ENSG00000183753
1636,BPY2B,ENSG00000183795
1637,BPY2C,ENSG00000185894
1638,BRAF,ENSG00000157764
1639,BRAP,ENSG00000089234
1640,BRAT1,ENSG00000106009
1641,BRCA1,ENSG00000012048
1642,BRCA2,ENSG00000139618
1643,BRCC3,ENSG00000185515
1644,BRD1,ENSG00000100425
1645,BRD2,ENSG00000204256
1646,BRD3,ENSG00000169925
1647,BRD3OS,ENSG00000235106
1648,BRD4,ENSG00000141867
1649,BRD7,ENSG00000166164
1650,BRD8,ENSG00000112983
1651,BRD9,ENSG00000028310
1652,BRDT,ENSG00000137948
1653,BRF1,ENSG00000185024
1654,BRF2,ENSG00000104221
1655,BRI3,ENSG00000164713
1656,BRI3BP,ENSG00000184992
1657,BRICD5,ENSG00000182685
1658,BRINP1,ENSG00000078725
1659,BRINP2,ENSG00000198797
1660,BRINP3,ENSG00000162670
1661,BRIP1,ENSG00000136492
1662,BRIX1,ENSG00000113460
1663,BRK1,ENSG00000254999
1664,BRME1,ENSG00000132016
1665,BRMS1,ENSG00000174744
1666,BRMS1L,ENSG00000100916
1667,BROX,ENSG00000162819
1668,BRPF1,ENSG00000156983
1669,BRPF3,ENSG00000096070
1670,BRS3,ENSG00000102239
1671,BRSK1,ENSG00000160469
1672,BRSK2,ENSG00000174672
1673,BRWD1,ENSG00000185658
1674,BRWD3,ENSG00000165288
1675,BSCL2,ENSG00000168000
1676,BSDC1,ENSG00000160058
1677,BSG,ENSG00000172270
1678,BSN,ENSG00000164061
1679,BSND,ENSG00000162399
1680,BSPH1,ENSG00000188334
1681,BSPRY,ENSG00000119411
1682,BST1,ENSG00000109743
1683,BST2,ENSG00000130303
1684,BSX,ENSG00000188909
1685,BTAF1,ENSG00000095564
1686,BTBD1,ENSG00000064726
1687,BTBD2,ENSG00000133243
1688,BTBD3,ENSG00000132640
1689,BTBD6,ENSG00000184887
1690,BTBD7,ENSG00000011114
1691,BTBD8,ENSG00000189195
1692,BTBD9,ENSG00000183826
1693,BTBD10,ENSG00000148925
1694,BTBD16,ENSG00000138152
1695,BTBD17,ENSG00000204347
1696,BTBD18,ENSG00000233436
1697,BTBD19,ENSG00000222009
1698,BTC,ENSG00000174808
1699,BTD,ENSG00000169814
1700,BTF3,ENSG00000145741
1701,BTF3L4,ENSG00000134717
1702,BTG1,ENSG00000133639
1703,BTG2,ENSG00000159388
1704,BTG3,ENSG00000154640
1705,BTG4,ENSG00000137707
1706,BTK,ENSG00000010671
1707,BTLA,ENSG00000186265
1708,BTN1A1,ENSG00000124557
1709,BTN2A1,ENSG00000112763
1710,BTN2A2,ENSG00000124508
1711,BTN3A1,ENSG00000026950
1712,BTN3A2,ENSG00000186470
1713,BTN3A3,ENSG00000111801
1714,BTNL2,ENSG00000204290
1715,BTNL3,ENSG00000168903
1716,BTNL8,ENSG00000113303
1717,BTNL9,ENSG00000165810
1718,BTRC,ENSG00000166167
1719,BUB1,ENSG00000169679
1720,BUB1B,ENSG00000156970
1721,BUB3,ENSG00000154473
1722,BUD13,ENSG00000137656
1723,BUD23,ENSG00000071462
1724,BUD31,ENSG00000106245
1725,BVES,ENSG00000112276
1726,BYSL,ENSG00000112578
1727,BZW1,ENSG00000082153
1728,BZW2,ENSG00000136261
1729,C1D,ENSG00000197223
1730,C1GALT1,ENSG00000106392
1731,C1GALT1C1,ENSG00000171155
1732,C1GALT1C1L,ENSG00000223658
1733,C1orf21,ENSG00000116667
1734,C1orf35,ENSG00000143793
1735,C1orf43,ENSG00000143612
1736,C1orf50,ENSG00000164008
1737,C1orf52,ENSG00000162642
1738,C1orf53,ENSG00000203724
1739,C1orf54,ENSG00000118292
1740,C1orf56,ENSG00000143443
1741,C1orf68,ENSG00000198854
1742,C1orf74,ENSG00000162757
1743,C1orf87,ENSG00000162598
1744,C1orf94,ENSG00000142698
1745,C1orf100,ENSG00000173728
1746,C1orf105,ENSG00000180999
1747,C1orf109,ENSG00000116922
1748,C1orf112,ENSG00000000460
1749,C1orf115,ENSG00000162817
1750,C1orf116,ENSG00000182795
1751,C1orf122,ENSG00000197982
1752,C1orf127,ENSG00000175262
1753,C1orf131,ENSG00000143633
1754,C1orf141,ENSG00000203963
1755,C1orf146,ENSG00000203910
1756,C1orf159,ENSG00000131591
1757,C1orf162,ENSG00000143110
1758,C1orf167,ENSG00000215910
1759,C1orf174,ENSG00000198912
1760,C1orf185,ENSG00000204006
1761,C1orf198,ENSG00000119280
1762,C1orf210,ENSG00000253313
1763,C1orf216,ENSG00000142686
1764,C1orf226,ENSG00000239887
1765,C1orf232,ENSG00000282872
1766,C1QA,ENSG00000173372
1767,C1QB,ENSG00000173369
1768,C1QBP,ENSG00000108561
1769,C1QC,ENSG00000159189
1770,C1QL1,ENSG00000131094
1771,C1QL2,ENSG00000144119
1772,C1QL3,ENSG00000165985
1773,C1QL4,ENSG00000186897
1774,C1QTNF1,ENSG00000173918
1775,C1QTNF2,ENSG00000145861
1776,C1QTNF3,ENSG00000082196
1777,C1QTNF4,ENSG00000172247
1778,C1QTNF5,ENSG00000223953
1779,C1QTNF6,ENSG00000133466
1780,C1QTNF7,ENSG00000163145
1781,C1QTNF8,ENSG00000184471
1782,C1QTNF9,ENSG00000240654
1783,C1QTNF9B,ENSG00000205863
1784,C1QTNF12,ENSG00000184163
1785,C1R,ENSG00000159403
1786,C1RL,ENSG00000139178
1787,C1S,ENSG00000182326
1788,C2,ENSG00000166278
1789,C2CD2,ENSG00000157617
1790,C2CD2L,ENSG00000172375
1791,C2CD3,ENSG00000168014
1792,C2CD4A,ENSG00000198535
1793,C2CD4B,ENSG00000205502
1794,C2CD4C,ENSG00000183186
1795,C2CD4D,ENSG00000225556
1796,C2CD5,ENSG00000111731
1797,C2CD6,ENSG00000155754
1798,C2orf15,ENSG00000273045
1799,C2orf16,ENSG00000221843
1800,C2orf42,ENSG00000115998
1801,C2orf49,ENSG00000135974
1802,C2orf50,ENSG00000150873
1803,C2orf66,ENSG00000187944
1804,C2orf68,ENSG00000168887
1805,C2orf69,ENSG00000178074
1806,C2orf72,ENSG00000204128
1807,C2orf73,ENSG00000177994
1808,C2orf74,ENSG00000237651
1809,C2orf76,ENSG00000186132
1810,C2orf78,ENSG00000187833
1811,C2orf80,ENSG00000188674
1812,C2orf81,ENSG00000284308
1813,C2orf83,ENSG00000042304
1814,C2orf88,ENSG00000187699
1815,C2orf92,ENSG00000228486
1816,C3,ENSG00000125730
1817,C3AR1,ENSG00000171860
1818,C3orf14,ENSG00000114405
1819,C3orf18,ENSG00000088543
1820,C3orf20,ENSG00000131379
1821,C3orf22,ENSG00000180697
1822,C3orf33,ENSG00000174928
1823,C3orf38,ENSG00000179021
1824,C3orf49,ENSG00000163632
1825,C3orf52,ENSG00000114529
1826,C3orf62,ENSG00000188315
1827,C3orf70,ENSG00000187068
1828,C3orf80,ENSG00000180044
1829,C3orf84,ENSG00000236980
1830,C3orf85,ENSG00000241224
1831,C4A,ENSG00000244731
1832,C4B,ENSG00000224389
1833,C4BPA,ENSG00000123838
1834,C4BPB,ENSG00000123843
1835,C4orf3,ENSG00000164096
1836,C4orf17,ENSG00000138813
1837,C4orf19,ENSG00000154274
1838,C4orf33,ENSG00000151470
1839,C4orf36,ENSG00000163633
1840,C4orf45,ENSG00000164123
1841,C4orf46,ENSG00000205208
1842,C4orf47,ENSG00000205129
1843,C4orf48,ENSG00000243449
1844,C4orf50,ENSG00000181215
1845,C4orf51,ENSG00000237136
1846,C4orf54,ENSG00000248713
1847,C5,ENSG00000106804
1848,C5AR1,ENSG00000197405
1849,C5AR2,ENSG00000134830
1850,C5orf15,ENSG00000113583
1851,C5orf22,ENSG00000082213
1852,C5orf24,ENSG00000181904
1853,C5orf34,ENSG00000172244
1854,C5orf46,ENSG00000178776
1855,C5orf47,ENSG00000185056
1856,C5orf52,ENSG00000187658
1857,C5orf58,ENSG00000234511
1858,C5orf60,ENSG00000204661
1859,C5orf63,ENSG00000164241
1860,C6,ENSG00000039537
1861,C6orf15,ENSG00000204542
1862,C6orf47,ENSG00000204439
1863,C6orf52,ENSG00000137434
1864,C6orf58,ENSG00000184530
1865,C6orf62,ENSG00000112308
1866,C6orf89,ENSG00000198663
1867,C6orf118,ENSG00000112539
1868,C6orf120,ENSG00000185127
1869,C6orf132,ENSG00000188112
1870,C6orf136,ENSG00000204564
1871,C6orf141,ENSG00000197261
1872,C6orf163,ENSG00000203872
1873,C6orf226,ENSG00000221821
1874,C7,ENSG00000112936
1875,C7orf25,ENSG00000136197
1876,C7orf31,ENSG00000153790
1877,C7orf33,ENSG00000170279
1878,C7orf50,ENSG00000146540
1879,C7orf57,ENSG00000164746
1880,C8A,ENSG00000157131
1881,C8B,ENSG00000021852
1882,C8G,ENSG00000176919
1883,C8orf33,ENSG00000182307
1884,C8orf34,ENSG00000165084
1885,C8orf48,ENSG00000164743
1886,C8orf58,ENSG00000241852
1887,C8orf74,ENSG00000171060
1888,C8orf76,ENSG00000189376
1889,C8orf82,ENSG00000213563
1890,C8orf88,ENSG00000253250
1891,C8orf89,ENSG00000274443
1892,C8orf90,ENSG00000226490
1893,C9,ENSG00000113600
1894,C9orf24,ENSG00000164972
1895,C9orf40,ENSG00000135045
1896,C9orf43,ENSG00000157653
1897,C9orf50,ENSG00000179058
1898,C9orf57,ENSG00000204669
1899,C9orf64,ENSG00000165118
1900,C9orf72,ENSG00000147894
1901,C9orf78,ENSG00000136819
1902,C9orf85,ENSG00000155621
1903,C9orf131,ENSG00000174038
1904,C9orf152,ENSG00000188959
1905,C9orf153,ENSG00000187753
1906,C10orf53,ENSG00000178645
1907,C10orf62,ENSG00000203942
1908,C10orf67,ENSG00000179133
1909,C10orf71,ENSG00000177354
1910,C10orf82,ENSG00000165863
1911,C10orf88,ENSG00000119965
1912,C10orf90,ENSG00000154493
1913,C10orf95,ENSG00000120055
1914,C10orf105,ENSG00000214688
1915,C10orf120,ENSG00000183559
1917,C10orf143,ENSG00000237489
1918,C11orf16,ENSG00000176029
1919,C11orf21,ENSG00000110665
1920,C11orf24,ENSG00000171067
1921,C11orf42,ENSG00000180878
1922,C11orf52,ENSG00000149300
1923,C11orf54,ENSG00000182919
1924,C11orf58,ENSG00000110696
1925,C11orf65,ENSG00000166323
1926,C11orf68,ENSG00000175573
1927,C11orf71,ENSG00000180425
1928,C11orf80,ENSG00000173715
1929,C11orf86,ENSG00000173237
1930,C11orf87,ENSG00000185742
1931,C11orf91,ENSG00000205177
1932,C11orf96,ENSG00000187479
1933,C11orf97,ENSG00000257057
1934,C11orf98,ENSG00000278615
1935,C12orf4,ENSG00000047621
1936,C12orf29,ENSG00000133641
1937,C12orf40,ENSG00000180116
1938,C12orf42,ENSG00000179088
1939,C12orf43,ENSG00000157895
1940,C12orf50,ENSG00000165805
1941,C12orf54,ENSG00000177627
1942,C12orf56,ENSG00000185306
1943,C12orf57,ENSG00000111678
1944,C12orf60,ENSG00000182993
1945,C12orf71,ENSG00000214700
1946,C12orf75,ENSG00000235162
1947,C12orf76,ENSG00000174456
1948,C13orf42,ENSG00000226792
1949,C13orf46,ENSG00000283199
1950,C14orf28,ENSG00000179476
1951,C14orf39,ENSG00000179008
1952,C14orf93,ENSG00000100802
1953,C14orf119,ENSG00000179933
1954,C14orf132,ENSG00000227051
1955,C14orf178,ENSG00000197734
1956,C14orf180,ENSG00000184601
1957,C15orf39,ENSG00000167173
1958,C15orf40,ENSG00000169609
1959,C15orf48,ENSG00000166920
1960,C15orf61,ENSG00000189227
1961,C15orf62,ENSG00000188277
1962,C16orf46,ENSG00000166455
1963,C16orf54,ENSG00000185905
1964,C16orf74,ENSG00000154102
1965,C16orf78,ENSG00000166152
1966,C16orf82,ENSG00000234186
1967,C16orf86,ENSG00000159761
1968,C16orf87,ENSG00000155330
1969,C16orf89,ENSG00000153446
1970,C16orf90,ENSG00000215131
1971,C16orf92,ENSG00000167194
1972,C16orf95,ENSG00000260456
1973,C16orf96,ENSG00000205832
1974,C17orf49,ENSG00000258315
1975,C17orf50,ENSG00000270806
1976,C17orf58,ENSG00000186665
1977,C17orf67,ENSG00000214226
